,SENDER,RECEIVER,SENDER DEPT,RECEIVER DEPT
13993,160,40,36,11
13994,87,412,34,21
13995,10,777,9,9
13996,74,366,1,36
13997,597,142,23,36
13998,114,145,10,35
13999,408,434,21,34
14000,335,124,17,16
14001,273,209,17,19
14002,273,428,17,17
14003,160,493,36,4
14004,45,300,17,38
14005,209,273,19,17
14006,264,7,14,14
14007,748,564,23,19
14008,602,183,14,4
14009,529,496,14,14
14010,440,320,4,7
14011,412,87,21,34
14012,427,339,12,13
14013,166,173,36,38
14014,166,209,36,19
14015,13,515,26,4
14016,366,10,36,9
14017,249,356,14,8
14018,249,329,14,8
14019,249,80,14,29
14020,249,490,14,6
14021,249,671,14,29
14022,372,372,36,36
14023,469,96,22,20
14024,74,166,1,36
14025,445,848,3,3
14026,799,715,15,15
14027,665,859,32,32
14028,16,280,34,4
14029,302,5,20,25
14030,10,366,9,36
14031,608,11,14,14
14032,107,366,36,36
14033,696,74,1,1
14034,579,446,17,17
14035,243,234,19,19
14036,106,467,38,15
14037,366,107,36,36
14038,148,349,0,0
14039,303,249,20,14
14040,23,160,11,36
14041,62,509,36,15
14042,223,317,1,1
14043,655,231,4,0
14044,371,236,16,19
14045,371,46,16,17
14046,593,350,5,0
14047,229,366,10,36
14048,467,106,15,38
14049,174,58,32,21
14050,236,63,19,21
14051,236,303,19,20
14052,236,371,19,16
14053,236,434,19,34
14054,236,46,19,17
14055,236,249,19,14
14056,73,106,1,38
14057,602,496,14,14
14058,142,80,36,29
14059,546,269,35,17
14060,546,211,35,22
14061,363,87,35,34
14062,160,159,36,19
14063,160,245,36,10
14064,638,169,38,13
14065,160,221,36,1
14066,166,147,36,23
14067,166,820,36,5
14068,661,7,14,14
14069,86,12,36,14
14070,160,452,36,14
14071,160,140,36,17
14072,106,73,38,1
14073,526,426,4,4
14074,8,141,14,14
14075,847,455,10,22
14076,245,160,10,36
14077,114,366,10,36
14078,149,575,0,0
14079,777,535,9,9
14080,337,82,13,36
14081,455,847,22,10
14082,506,211,14,22
14083,452,420,14,26
14084,166,115,36,13
14085,82,377,36,7
14086,107,82,36,36
14087,458,515,4,4
14088,321,440,7,4
14089,420,452,26,14
14090,312,256,1,4
14091,15,461,17,17
14092,15,446,17,17
14093,15,428,17,17
14094,15,447,17,17
14095,526,280,4,4
14096,211,506,22,14
14097,141,166,14,36
14098,257,401,0,4
14099,310,494,1,36
14100,54,249,22,14
14101,249,54,14,22
14102,427,142,12,36
14103,56,685,21,21
14104,427,62,12,36
14105,144,166,40,36
14106,427,612,12,37
14107,160,30,36,11
14108,58,166,21,36
14109,169,107,13,36
14110,272,563,17,4
14111,435,616,6,6
14112,435,793,6,23
14113,82,58,36,21
14114,592,160,17,36
14115,160,207,36,4
14116,813,399,4,4
14117,813,413,4,4
14118,813,515,4,4
14119,813,817,4,4
14120,813,168,4,4
14121,813,172,4,4
14122,813,836,4,4
14123,813,543,4,4
14124,813,526,4,4
14125,813,534,4,4
14126,813,600,4,4
14127,813,440,4,4
14128,813,714,4,4
14129,813,275,4,4
14130,813,93,4,4
14131,813,129,4,4
14132,813,458,4,4
14133,813,403,4,4
14134,813,585,4,4
14135,154,183,35,4
14136,48,437,10,13
14137,166,58,36,21
14138,183,154,4,35
14139,125,354,16,16
14140,125,708,16,16
14141,125,97,16,16
14142,125,371,16,16
14143,125,323,16,16
14144,125,618,16,16
14145,125,640,16,16
14146,125,99,16,16
14147,134,10,2,9
14148,335,335,17,17
14149,546,518,35,35
14150,312,74,1,1
14151,339,438,13,13
14152,160,592,36,17
14153,493,166,4,36
14154,393,282,7,36
14155,165,229,13,10
14156,166,493,36,4
14157,434,856,34,14
14158,278,681,0,0
14159,82,53,36,4
14160,82,362,36,14
14161,467,509,15,15
14162,229,165,10,13
14163,570,19,14,14
14164,58,256,21,4
14165,81,405,15,38
14166,55,552,22,22
14167,231,343,0,0
14168,569,141,14,14
14169,193,412,21,21
14170,21,87,9,34
14171,69,467,15,15
14172,661,141,14,14
14173,754,141,14,14
14174,555,141,14,14
14175,608,141,14,14
14176,649,121,14,36
14177,265,141,14,14
14178,300,434,38,34
14179,358,141,14,14
14180,360,141,14,14
14181,494,229,36,10
14182,106,771,38,38
14183,510,86,14,36
14184,37,667,11,15
14185,281,845,21,21
14186,265,7,14,14
14187,498,526,14,4
14188,408,126,21,22
14189,229,494,10,36
14190,138,408,21,21
14191,264,141,14,14
14192,165,47,13,10
14193,170,360,13,14
14194,293,141,14,14
14195,121,649,36,14
14196,776,130,5,0
14197,57,809,21,22
14198,344,814,0,0
14199,337,16,13,34
14200,107,828,36,38
14201,63,162,21,37
14202,408,489,21,25
14203,257,130,0,0
14204,64,601,25,36
14205,16,337,34,13
14206,820,82,5,36
14207,160,149,36,0
14208,63,685,21,21
14209,142,166,36,36
14210,180,166,0,36
14211,699,141,14,14
14212,366,494,36,36
14213,366,62,36,36
14214,23,166,11,36
14215,572,377,4,7
14216,264,19,14,14
14217,86,84,36,37
14218,162,63,37,21
14219,19,264,14,14
14220,141,431,14,37
14221,373,243,36,19
14222,573,12,14,14
14223,141,488,14,14
14224,526,498,4,14
14225,489,408,25,21
14226,820,443,5,10
14227,506,434,14,34
14228,494,366,36,36
14229,44,360,14,14
14230,166,141,36,14
14231,504,141,14,14
14232,13,210,26,19
14233,107,303,36,20
14234,424,303,34,20
14235,300,87,38,34
14236,176,440,4,4
14237,115,860,13,13
14238,141,358,14,14
14239,549,418,15,15
14240,39,455,11,22
14241,162,283,37,36
14242,455,39,22,11
14243,494,93,36,4
14244,211,16,22,34
14245,121,280,36,4
14246,45,429,17,17
14247,73,166,1,36
14248,23,116,11,13
14249,121,68,36,15
14250,96,91,20,15
14251,91,96,15,20
14252,367,64,10,25
14253,64,367,25,10
14254,525,699,14,14
14255,211,646,22,22
14256,238,211,19,22
14257,121,203,36,4
14258,281,6,21,25
14259,281,305,21,21
14260,211,238,22,19
14261,116,23,13,11
14262,170,455,13,22
14263,165,365,13,14
14264,84,419,37,4
14265,455,170,22,13
14266,147,513,23,35
14267,165,107,13,36
14268,129,544,4,4
14269,300,106,38,38
14270,107,165,36,13
14271,226,227,1,1
14272,483,727,3,4
14273,362,81,14,15
14274,345,345,0,0
14275,6,281,25,21
14276,832,63,21,21
14277,211,571,22,21
14278,281,683,21,22
14279,63,832,21,21
14280,826,412,21,21
14281,401,148,4,0
14282,285,160,22,36
14283,777,554,9,2
14284,768,101,16,16
14285,81,362,15,14
14286,306,91,9,15
14287,86,69,36,15
14288,86,508,36,15
14289,306,160,9,36
14290,172,457,4,4
14291,197,143,4,8
14292,818,62,15,36
14293,197,27,4,11
14294,143,197,8,4
14295,513,166,35,36
14296,87,166,34,36
14297,83,101,36,16
14298,820,243,5,19
14299,162,253,37,31
14300,253,162,31,37
14301,420,166,26,36
14302,249,543,14,4
14303,89,411,20,28
14304,823,7,14,14
14305,823,661,14,14
14306,89,412,20,21
14307,91,306,15,9
14308,820,44,5,14
14309,820,28,5,11
14310,820,280,5,4
14311,820,114,5,10
14312,820,169,5,13
14313,277,167,0,4
14314,495,87,23,34
14315,106,828,38,38
14316,106,300,38,38
14317,106,279,38,23
14318,106,230,38,23
14319,160,385,36,7
14320,271,412,28,21
14321,167,277,4,0
14322,89,301,20,26
14323,277,14,0,4
14324,385,160,7,36
14325,269,166,17,36
14326,34,28,11,11
14327,280,179,4,0
14328,280,214,4,0
14329,7,823,14,14
14330,137,139,21,17
14331,280,296,4,7
14332,214,280,0,4
14333,13,32,26,11
14334,280,18,4,1
14335,829,168,4,4
14336,95,280,4,4
14337,342,180,0,0
14338,543,249,4,14
14339,546,474,35,15
14340,213,441,14,14
14341,160,29,36,11
14342,222,255,1,6
14343,34,24,11,11
14344,34,26,11,11
14345,34,29,11,11
14346,34,30,11,11
14347,34,31,11,11
14348,34,32,11,11
14349,34,33,11,11
14350,34,590,11,11
14351,34,36,11,11
14352,34,37,11,11
14353,34,39,11,11
14354,34,588,11,11
14355,55,6,22,25
14356,504,441,14,14
14357,6,55,25,22
14358,55,411,22,28
14359,160,36,36,11
14360,138,285,21,22
14361,285,138,22,21
14362,644,166,25,36
14363,564,174,19,32
14364,247,7,14,14
14365,55,533,22,35
14366,411,89,28,20
14367,412,89,21,20
14368,519,459,23,1
14369,519,21,23,9
14370,519,20,23,9
14371,519,85,23,1
14372,519,222,23,1
14373,519,405,23,38
14374,519,106,23,38
14375,519,259,23,9
14376,519,315,23,1
14377,519,189,23,15
14378,519,227,23,1
14379,519,607,23,34
14380,519,228,23,1
14381,719,379,7,7
14382,350,861,0,5
14383,7,247,14,14
14384,215,220,1,1
14385,168,203,4,4
14386,63,107,21,36
14387,314,310,1,1
14388,174,564,32,19
14389,777,862,9,2
14390,851,575,0,0
14391,457,62,4,36
14392,494,108,36,8
14393,160,191,36,0
14394,160,504,36,14
14395,160,148,36,0
14396,459,19,1,14
14397,828,106,38,38
14398,474,663,15,15
14399,612,828,37,38
14400,162,643,37,37
14401,197,13,4,26
14402,820,166,5,36
14403,160,663,36,15
14404,221,107,1,36
14405,486,664,4,4
14406,118,511,26,0
14407,568,168,4,4
14408,253,166,31,36
14409,291,257,4,0
14410,366,305,36,21
14411,678,480,15,15
14412,295,472,7,6
14413,295,255,7,6
14414,107,28,36,11
14415,107,31,36,11
14416,244,460,19,34
14417,107,23,36,11
14418,13,26,26,11
14419,168,14,4,4
14420,25,459,11,1
14421,847,113,10,10
14422,94,377,5,7
14423,423,245,10,10
14424,685,859,21,32
14425,114,725,10,10
14426,459,25,1,11
14427,179,280,0,4
14428,608,265,14,14
14429,44,160,14,36
14430,196,820,5,5
14431,18,280,1,4
14432,6,549,25,15
14433,137,160,21,36
14434,558,9,14,14
14435,506,496,14,14
14436,9,558,14,14
14437,730,460,23,34
14438,549,6,15,25
14439,62,457,36,4
14440,177,220,1,1
14441,198,128,4,5
14442,121,601,36,36
14443,129,107,4,36
14444,27,197,11,4
14445,105,303,34,20
14446,460,730,34,23
14447,28,339,11,13
14448,303,58,20,21
14449,301,445,26,3
14450,206,440,4,4
14451,173,166,38,36
14452,445,301,3,26
14453,115,28,13,11
14454,115,367,13,10
14455,298,536,15,15
14456,298,507,15,31
14457,298,287,15,15
14458,298,551,15,15
14459,494,70,36,37
14460,138,63,21,21
14461,815,859,21,32
14462,282,222,36,1
14463,340,325,2,9
14464,707,7,14,14
14465,160,327,36,9
14466,152,166,37,36
14467,5,464,25,4
14468,121,345,36,0
14469,121,278,36,0
14470,453,166,6,36
14471,303,166,20,36
14472,215,155,1,35
14473,28,229,11,10
14474,863,57,21,21
14475,121,221,36,1
14476,121,17,36,1
14477,121,340,36,2
14478,121,77,36,3
14479,121,820,36,5
14480,121,329,36,8
14481,121,856,36,14
14482,121,365,36,14
14483,121,796,36,17
14484,327,160,9,36
14485,121,173,36,38
14486,121,333,36,10
14487,194,137,21,21
14488,137,194,21,21
14489,121,88,36,20
14490,293,44,14,14
14491,94,440,5,4
14492,70,494,37,36
14493,211,215,22,1
14494,21,537,9,6
14495,440,94,4,5
14496,52,814,7,0
14497,64,323,25,16
14498,318,482,10,2
14499,269,121,17,36
14500,169,280,13,4
14501,280,169,4,13
14502,809,59,22,21
14503,411,864,28,28
14504,149,206,0,4
14505,56,738,21,22
14506,293,11,14,14
14507,59,809,21,22
14508,19,459,14,1
14509,115,340,13,2
14510,115,173,13,38
14511,577,166,27,36
14512,353,15,16,17
14513,141,232,14,4
14514,44,555,14,14
14515,44,565,14,14
14516,160,152,36,37
14517,152,160,37,36
14518,411,286,28,21
14519,232,141,4,14
14520,152,340,37,2
14521,54,438,22,13
14522,738,809,22,22
14523,323,64,16,25
14524,818,301,15,26
14525,847,47,10,10
14526,482,777,2,9
14527,828,16,38,34
14528,438,54,13,22
14529,340,121,2,36
14530,212,183,34,4
14531,249,440,14,4
14532,166,664,36,4
14533,166,93,36,4
14534,222,309,1,1
14535,121,160,36,36
14536,183,212,4,34
14537,255,222,6,1
14538,600,600,4,4
14539,461,335,17,17
14540,591,145,23,35
14541,145,591,35,23
14542,162,333,37,10
14543,412,552,21,22
14544,256,154,4,35
14545,163,115,24,13
14546,856,249,14,14
14547,256,355,4,27
14548,16,828,34,38
14549,206,149,4,0
14550,533,145,35,35
14551,183,513,4,35
14552,226,74,1,1
14553,148,180,0,0
14554,581,581,3,3
14555,5,285,25,22
14556,5,302,25,20
14557,183,308,4,1
14558,530,11,14,14
14559,92,86,9,36
14560,422,615,35,35
14561,268,316,39,1
14562,86,92,36,9
14563,199,1,4,1
14564,440,249,4,14
14565,270,486,4,4
14566,142,184,36,15
14567,533,82,35,36
14568,338,37,13,11
14569,828,353,38,16
14570,301,818,26,15
14571,223,758,1,41
14572,485,333,10,10
14573,199,338,4,13
14574,350,343,0,0
14575,281,615,21,35
14576,160,310,36,1
14577,25,545,11,11
14578,160,856,36,14
14579,303,121,20,36
14580,129,557,4,3
14581,16,221,34,1
14582,313,215,1,1
14583,557,129,3,4
14584,482,531,2,3
14585,149,160,0,36
14586,406,672,14,14
14587,16,771,34,38
14588,107,16,36,34
14589,221,16,1,34
14590,140,335,17,17
14591,531,482,3,2
14592,441,166,14,36
14593,160,832,36,21
14594,16,107,34,36
14595,55,698,22,22
14596,55,738,22,22
14597,223,222,1,1
14598,608,61,14,7
14599,608,264,14,14
14600,169,128,13,5
14601,137,859,21,32
14602,412,193,21,21
14603,2,489,21,25
14604,489,2,25,21
14605,314,726,1,31
14606,6,440,25,4
14607,6,458,25,4
14608,93,494,4,36
14609,820,493,5,4
14610,828,371,38,16
14611,828,46,38,17
14612,455,455,22,22
14613,546,820,35,5
14614,493,820,4,5
14615,311,309,1,1
14616,302,302,20,20
14617,128,44,5,14
14618,426,270,4,4
14619,426,168,4,4
14620,426,172,4,4
14621,426,129,4,4
14622,426,486,4,4
14623,426,292,4,4
14624,426,183,4,4
14625,222,142,1,36
14626,640,640,16,16
14627,160,10,36,9
14628,642,121,6,36
14629,434,11,34,14
14630,172,426,4,4
14631,420,78,26,3
14632,206,231,4,0
14633,31,121,11,36
14634,173,121,38,36
14635,420,121,26,36
14636,828,796,38,17
14637,486,426,4,4
14638,820,654,5,37
14639,231,206,0,4
14640,333,366,10,36
14641,84,811,37,3
14642,11,434,14,34
14643,5,47,25,10
14644,106,356,38,8
14645,366,333,36,10
14646,103,390,7,7
14647,183,145,4,35
14648,210,121,19,36
14649,77,121,3,36
14650,160,818,36,15
14651,290,531,4,3
14652,290,437,4,13
14653,756,390,39,7
14654,533,473,35,15
14655,214,211,0,22
14656,809,57,22,21
14657,62,8,36,14
14658,199,121,4,36
14659,128,30,5,11
14660,280,128,4,5
14661,128,290,5,4
14662,128,36,5,11
14663,188,533,15,35
14664,698,738,22,22
14665,698,481,22,22
14666,340,128,2,5
14667,579,447,17,17
14668,411,64,28,25
14669,211,214,22,0
14670,0,5,1,25
14671,483,321,3,7
14672,206,14,4,4
14673,14,206,4,4
14674,326,121,9,36
14675,377,249,7,14
14676,135,455,13,22
14677,143,326,8,9
14678,742,166,23,36
14679,455,251,22,13
14680,75,367,10,10
14681,249,531,14,3
14682,160,160,36,36
14683,579,448,17,17
14684,160,209,36,19
14685,13,325,26,9
14686,121,1,36,1
14687,489,121,25,36
14688,23,170,11,13
14689,280,820,4,5
14690,63,849,21,21
14691,490,121,6,36
14692,533,188,35,15
14693,106,642,38,6
14694,367,121,10,36
14695,371,121,16,36
14696,30,820,11,5
14697,102,64,38,25
14698,249,377,14,7
14699,102,516,38,1
14700,102,517,38,1
14701,543,493,4,4
14702,209,160,19,36
14703,55,126,22,22
14704,151,655,10,4
14705,815,63,21,21
14706,171,318,10,10
14707,325,325,9,9
14708,344,191,0,0
14709,292,426,4,4
14710,87,283,34,36
14711,87,329,34,8
14712,87,28,34,11
14713,87,161,34,14
14714,87,303,34,20
14715,87,152,34,37
14716,87,210,34,19
14717,87,371,34,16
14718,87,256,34,4
14719,87,296,34,7
14720,87,81,34,15
14721,87,351,34,0
14722,87,129,34,4
14723,87,365,34,14
14724,28,87,11,34
14725,371,353,16,16
14726,329,160,8,36
14727,493,543,4,4
14728,329,87,8,34
14729,51,93,5,4
14730,44,30,14,11
14731,351,87,0,34
14732,264,9,14,14
14733,249,87,14,34
14734,803,58,21,21
14735,5,0,25,1
14736,321,391,7,7
14737,333,58,10,21
14738,674,9,14,14
14739,859,665,32,32
14740,89,59,20,21
14741,58,333,21,10
14742,210,87,19,34
14743,167,655,4,4
14744,215,366,1,36
14745,493,562,4,4
14746,51,44,5,14
14747,494,458,36,4
14748,51,114,5,10
14749,493,600,4,4
14750,366,215,36,1
14751,448,322,17,17
14752,81,87,15,34
14753,426,306,4,9
14754,30,44,11,14
14755,64,234,25,19
14756,747,189,15,15
14757,93,62,4,36
14758,305,865,21,21
14759,148,150,0,7
14760,82,123,36,13
14761,560,518,31,35
14762,859,58,32,21
14763,44,51,14,5
14764,3,859,21,32
14765,333,121,10,36
14766,533,440,35,4
14767,216,509,17,15
14768,142,291,36,4
14769,69,216,15,17
14770,107,430,36,14
14771,226,121,1,36
14772,339,464,13,4
14773,96,338,20,13
14774,654,50,37,37
14775,474,121,15,36
14776,562,493,4,4
14777,666,12,14,14
14778,865,305,21,21
14779,290,419,4,4
14780,206,342,4,0
14781,357,121,8,36
14782,375,121,8,36
14783,338,96,13,20
14784,139,819,17,17
14785,81,375,15,8
14786,171,590,10,11
14787,7,264,14,14
14788,12,666,14,14
14789,533,530,35,14
14790,333,546,10,35
14791,357,82,8,36
14792,337,511,13,0
14793,13,56,26,21
14794,13,263,26,10
14795,485,166,10,36
14796,157,384,0,7
14797,211,308,22,1
14798,211,462,22,30
14799,511,337,0,13
14800,280,340,4,2
14801,249,208,14,22
14802,371,708,16,16
14803,371,640,16,16
14804,290,168,4,4
14805,809,685,22,21
14806,54,698,22,22
14807,54,685,22,21
14808,77,166,3,36
14809,33,28,11,11
14810,222,282,1,36
14811,183,845,4,21
14812,552,738,22,22
14813,552,54,22,22
14814,640,371,16,16
14815,133,362,4,14
14816,223,121,1,36
14817,251,370,13,10
14818,361,367,10,10
14819,168,290,4,4
14820,443,251,10,13
14821,82,87,36,34
14822,161,87,14,34
14823,545,28,11,11
14824,164,447,17,17
14825,572,593,4,5
14826,20,83,9,36
14827,426,114,4,10
14828,106,358,38,14
14829,107,83,36,36
14830,165,362,13,14
14831,243,166,19,36
14832,51,27,5,11
14833,618,617,16,17
14834,129,121,4,36
14835,166,243,36,19
14836,40,847,11,10
14837,131,532,28,21
14838,83,20,36,9
14839,183,371,4,16
14840,183,36,4,11
14841,199,53,4,4
14842,30,39,11,11
14843,157,284,0,0
14844,135,443,13,10
14845,59,865,21,21
14846,708,371,16,16
14847,700,707,14,14
14848,537,85,6,1
14849,63,88,21,20
14850,179,262,0,0
14851,179,349,0,0
14852,245,171,10,10
14853,500,499,14,14
14854,500,502,14,14
14855,500,504,14,14
14856,730,730,23,23
14857,674,265,14,14
14858,291,142,4,36
14859,431,4,37,21
14860,165,290,13,4
14861,136,136,13,13
14862,44,133,14,4
14863,13,349,26,0
14864,302,238,20,19
14865,238,302,19,20
14866,275,813,4,4
14867,450,426,4,4
14868,21,280,9,4
14869,295,576,7,4
14870,27,51,11,5
14871,856,166,14,36
14872,450,295,4,7
14873,492,256,40,4
14874,492,518,40,35
14875,44,856,14,14
14876,44,121,14,36
14877,258,16,8,34
14878,425,65,4,4
14879,265,500,14,14
14880,434,252,34,20
14881,96,66,20,8
14882,655,167,4,4
14883,258,249,8,14
14884,390,438,7,13
14885,438,390,13,7
14886,82,23,36,11
14887,865,412,21,21
14888,412,865,21,21
14889,303,236,20,19
14890,107,57,36,21
14891,160,778,36,15
14892,256,249,4,14
14893,148,401,0,4
14894,290,295,4,7
14895,174,157,32,0
14896,529,362,14,14
14897,170,280,13,4
14898,114,426,10,4
14899,195,552,21,22
14900,366,443,36,10
14901,443,366,10,36
14902,266,9,14,14
14903,356,509,8,15
14904,356,362,8,14
14905,295,290,7,4
14906,147,644,23,25
14907,58,244,21,19
14908,23,427,11,12
14909,58,372,21,36
14910,23,215,11,1
14911,23,333,11,10
14912,69,356,15,8
14913,97,434,16,34
14914,434,97,34,16
14915,249,367,14,10
14916,356,69,8,15
14917,76,333,10,10
14918,144,433,40,37
14919,579,15,17,17
14920,57,460,21,34
14921,9,266,14,14
14922,157,130,0,0
14923,132,89,28,20
14924,856,44,14,14
14925,266,358,14,14
14926,457,238,4,19
14927,500,506,14,14
14928,285,571,22,21
14929,283,758,36,41
14930,434,158,34,19
14931,194,6,21,25
14932,523,706,4,4
14933,160,141,36,14
14934,158,434,19,34
14935,160,54,36,22
14936,160,85,36,1
14937,440,366,4,36
14938,29,533,11,35
14939,706,836,4,4
14940,434,361,34,10
14941,434,593,34,5
14942,434,275,34,4
14943,366,440,36,4
14944,173,256,38,4
14945,57,552,21,22
14946,366,356,36,8
14947,552,57,22,21
14948,856,7,14,14
14949,158,89,19,20
14950,570,247,14,14
14951,7,856,14,14
14952,115,546,13,35
14953,5,218,25,1
14954,218,5,1,25
14955,51,30,5,11
14956,6,544,25,4
14957,64,183,25,4
14958,777,482,9,2
14959,500,569,14,14
14960,500,332,14,14
14961,500,264,14,14
14962,173,155,38,35
14963,30,128,11,5
14964,30,51,11,5
14965,356,366,8,36
14966,198,196,4,5
14967,198,51,4,5
14968,198,197,4,4
14969,198,199,4,4
14970,198,200,4,4
14971,198,167,4,4
14972,198,201,4,4
14973,198,202,4,4
14974,198,593,4,5
14975,198,203,4,4
14976,198,204,4,5
14977,198,776,4,5
14978,198,205,4,5
14979,198,206,4,4
14980,198,94,4,5
14981,198,95,4,4
14982,198,207,4,4
14983,430,441,14,14
14984,627,667,15,15
14985,627,549,15,15
14986,627,189,15,15
14987,177,18,1,1
14988,440,399,4,4
14989,440,172,4,4
14990,440,14,4,4
14991,106,223,38,1
14992,82,333,36,10
14993,218,183,1,4
14994,23,107,11,36
14995,537,243,6,19
14996,172,440,4,4
14997,450,13,4,26
14998,18,177,1,1
14999,213,487,14,14
15000,84,444,37,10
15001,84,582,37,15
15002,84,1,37,1
15003,84,127,37,6
15004,84,210,37,19
15005,249,401,14,4
15006,473,232,15,4
15007,494,310,36,1
15008,845,281,21,21
15009,444,84,10,37
15010,232,473,4,15
15011,455,211,22,22
15012,366,68,36,15
15013,171,333,10,10
15014,160,371,36,16
15015,612,474,37,15
15016,401,249,4,14
15017,13,421,26,14
15018,57,54,21,22
15019,371,160,16,36
15020,506,504,14,14
15021,183,218,4,1
15022,336,280,13,4
15023,356,549,8,15
15024,213,558,14,14
15025,9,213,14,14
15026,265,674,14,14
15027,345,178,0,0
15028,165,51,13,5
15029,128,106,5,38
15030,211,455,22,22
15031,21,256,9,4
15032,546,333,35,10
15033,282,560,36,31
15034,316,758,1,41
15035,546,508,35,15
15036,856,160,14,36
15037,232,65,4,4
15038,310,18,1,1
15039,448,62,17,36
15040,860,115,13,13
15041,210,249,19,14
15042,137,546,21,35
15043,115,16,13,34
15044,362,16,14,34
15045,424,258,34,8
15046,424,237,34,19
15047,186,531,40,3
15048,602,707,14,14
15049,459,565,1,14
15050,206,290,4,4
15051,16,362,34,14
15052,254,366,40,36
15053,826,809,21,22
15054,34,438,11,13
15055,66,96,8,20
15056,62,448,36,17
15057,438,34,13,11
15058,96,469,20,22
15059,362,62,14,36
15060,809,826,22,21
15061,696,297,1,1
15062,290,206,4,4
15063,424,758,34,41
15064,514,108,8,8
15065,412,665,21,32
15066,62,362,36,14
15067,263,486,10,4
15068,430,308,14,1
15069,430,211,14,22
15070,430,462,14,30
15071,5,243,25,19
15072,430,12,14,14
15073,129,166,4,36
15074,129,283,4,36
15075,430,565,14,14
15076,506,87,14,34
15077,128,576,5,4
15078,258,424,8,34
15079,856,434,14,34
15080,173,249,38,14
15081,459,362,1,14
15082,459,358,1,14
15083,696,17,1,1
15084,707,465,14,23
15085,665,412,32,21
15086,727,483,4,3
15087,425,568,4,4
15088,340,280,2,4
15089,13,108,26,8
15090,13,47,26,10
15091,482,483,2,3
15092,223,313,1,1
15093,54,552,22,22
15094,54,532,22,21
15095,443,135,10,13
15096,520,552,21,22
15097,520,532,21,21
15098,483,482,3,2
15099,132,809,28,22
15100,322,447,17,17
15101,229,143,10,8
15102,113,176,10,4
15103,600,129,4,4
15104,486,263,4,10
15105,552,520,22,21
15106,552,137,22,21
15107,552,532,22,21
15108,132,192,28,21
15109,271,809,28,22
15110,91,107,15,36
